excel_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29
189,Heater hoses,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,3000-12000,10000,High,Parts / hose supplier,Parts_Estimates,64,INV-0224,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
190,Water pump,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,8000-30000,25000,High,Engine parts supplier,Parts_Estimates,67,INV-0225,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
191,Fan belt / accessory belts,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,3000-12000,10000,High,Parts supplier,Parts_Estimates,68,INV-0226,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
192,Radiator mounts and pads,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,2000-8000,8000,Medium,Rubber supplier,Parts_Estimates,69,INV-0227,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
193,Coolant overflow bottle / recovery setup,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,2000-10000,10000,Low,Auto parts supplier,Parts_Estimates,70,INV-0228,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
194,Engine mounts,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,10000-40000,35000,High,Engine mounts supplier / fabricator,Parts_Estimates,71,INV-0229,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
195,Gearbox / transfer case mounts,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,8000-30000,25000,High,Engine mounts supplier / fabricator,Parts_Estimates,72,INV-0230,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
196,Exhaust hangers / rubbers,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,2000-8000,8000,Medium,Exhaust shop / rubber supplier,Parts_Estimates,73,INV-0231,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
197,Full set of new nuts and bolts,,,,,pre_tub_refit,buy_full_fastener_kit_local_grade_spec,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Master fastener scope = Kits A+B+C+D combined for structural/body/electrical refit. Local grade-spec procurement first; avoid waiting on China for standard fasteners. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item.",,45000-105000,72000,High,Roll-up of Kits A-D fastener scope (rows 244-247),Parts_Estimates,74,INV-0232,P2 - Buy before refit,2,P2-A immediate low-risk local procurement (2026-04-15),BUY_NEW,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_preferred
198,Captive nuts / clip nuts,,,,,pre_tub_refit,buy_captive_nuts_clipnuts_local,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Migrated from Parts_Estimates; needs buy/restore decision before ordering. | Critical for restoring original tub mount points and panel attachment integrity. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item.",,3000-12000,10000,Medium,Fastener supplier,Parts_Estimates,75,INV-0233,P2 - Buy before refit,2,P2-A immediate low-risk local procurement (2026-04-15),BUY_NEW,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_preferred
199,Spring / serrated / star washers,,,,,pre_tub_refit,buy_star_serrated_washers_local_full_set,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Migrated from Parts_Estimates; needs buy/restore decision before ordering. | Use star/serrated washers on grounds and high-vibration mounts. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item.",,3000-12000,10000,High,Fastener supplier,Parts_Estimates,76,INV-0234,P2 - Buy before refit,2,P2-A immediate low-risk local procurement (2026-04-15),BUY_NEW,high,"photo_group=chassis_underside; group_photo_count=32; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_preferred
200,Body shims / spacers,,,,,pre_tub_refit,prepare_before_trial_fit,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Migrated from Parts_Estimates; needs buy/restore decision before ordering. | Required for original tub seating and alignment at OEM mount positions. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item.",,3000-12000,10000,Medium,Fastener supplier / fabricator,Parts_Estimates,77,INV-0235,P2 - Buy before refit,2,P2-A immediate low-risk local procurement (2026-04-15),BUY_NEW,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_preferred
201,Split pins / cotter pins,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,1000-5000,5000,Medium,Fastener supplier,Parts_Estimates,78,INV-0236,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
202,Grease nipples / zerks,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,1000-5000,5000,Medium,Fastener / tractor parts supplier,Parts_Estimates,79,INV-0237,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
203,Anti-seize compound,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,2000-8000,6000,Medium,Hardware / tool supplier,Parts_Estimates,81,INV-0238,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
204,Sealants / gasket makers,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,3000-12000,10000,Medium,Hardware / tool supplier,Parts_Estimates,82,INV-0239,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
205,Pedal rubbers,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,1000-5000,4000,Low,Local parts supplier,Parts_Estimates,83,INV-0240,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
206,Wiper grommets and small rubber parts,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,1000-5000,4000,Low,Local rubber supplier,Parts_Estimates,84,INV-0241,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
207,Firewall boots for cables and lines,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,2000-8000,6000,Medium,Rubber / electrical supplier,Parts_Estimates,85,INV-0242,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
208,Legacy Planned Items (Retained),,,,,,,section_header,section_header,section,section_header,Previously discussed items retained for visibility even when deferred.,,,,,,Parts,49,INV-0048,Section,,header,SECTION,n/a,header row,n/a,low,local_pk_or_on_hand
209,Carpets/Mats,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned interior item retained for visibility. | RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Parts,50,INV-0049,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
210,Electrical power steering,,,,,pre_tub_refit,buy_complete_eps_column_kit_bilal_ganj_with_inclusion_checklist,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Legacy planned item retained; EPS path remains in scope. | P2 active batch confirmed 2026-04-15 | EPS kit must include at minimum: column-assist EPS unit (motor + torque sensor + reduction gear), EPS controller/ECU or integrated control module, matching connectors with pigtails >=150mm, upper+lower intermediate shaft sections with U-joints, steering coupler/spline adapters for FJ40-side fitment, column mount/clamp bracket set + firewall support bracket, heavy feed cable path for 60A fused supply + ignition trigger lead, fail-safe manual steering capability if assist disabled. Bench-test before payment; reject noisy/jerky units or excessive lash. | Age/condition rule: USED_TESTED_OK_MAX_15Y for EPS donor units; bench-test mandatory.",,54000-136000,90000,High,Bilal Ganj EPS kit quotes + project baseline comparison (2026-04-15),Parts,52,INV-0051,P2 - Buy before refit,5,P2-D EPS kit procurement with mandatory inclusion checklist (2026-04-15),USED_TESTED_OK_MAX_15Y,high,"photo_group=chassis_underside; group_photo_count=32; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,bilal_ganj_first_then_online_fallback
211,Steering bushings,,,,,post_tub_off_inspection,inspect_then_local_decide,replacement_part,inspect_then_decide,planned_or_open,planned_or_open,Legacy planned steering service item retained for visibility.,,3000-12000,10000,High,Local suspension / bush supplier,Parts,53,INV-0052,P4 - Post inspection,4,decision_or_timing,NEW_ONLY,high,"photo_group=chassis_underside; group_photo_count=32; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
212,"Hidden evaporator/heater/defrost unit, compact Mini-size",,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,,,,,Parts,54,INV-0053,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
213,Slim under-dash louver outlet panel,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,,,,,Parts,55,INV-0054,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=body_exterior; group_photo_count=6; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
214,Separate 3-knob control panel,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,,,,,Parts,56,INV-0055,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=body_exterior; group_photo_count=6; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
215,2.5-inch duct hose and defrost hose kit,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,,,,,Parts,57,INV-0056,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
216,Drain hose and mounting kit,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,,,,,Parts,58,INV-0057,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
217,Parallel-flow condenser sized to your core support,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,,,,,Parts,59,INV-0058,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
218,Receiver-drier,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,5000-15000,10000,High,AC supplier,Parts,60,INV-0059,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
219,Trinary switch,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,4000-12000,10000,High,AC supplier,Parts,61,INV-0060,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
220,Barrier hose and fittings,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,,,,,Parts,62,INV-0061,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
221,Firewall bulkhead fittings,,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,5000-15000,12000,Medium,AC supplier,Parts,63,INV-0062,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
222,"Relay/fuse/wiring for blower, clutch, and fan",,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC stack item retained for visibility.,,,,,,Parts,64,INV-0063,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
223,Condenser fan if required,,,,,post_baseline_only,inspect_then_local_decide,replacement_part,inspect_then_decide,planned_or_open,planned_or_open,Legacy planned HVAC item retained as condition-based.,,,,,,Parts,65,INV-0064,P4 - Post inspection,4,decision_or_timing,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
224,"New O-rings, refrigerant oil, and full R134a charge setup",,,,,post_baseline_only,defer_until_scope_review,replacement_part,deferred_decision,deferred,planned_or_open,Legacy planned HVAC consumables retained for visibility.,,,,,,Parts,66,INV-0065,P6 - Deferred / optional,6,decision_or_timing,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
225,"Fastener Kit A: Tub-to-chassis mounts (OEM positions) - M10/M12 class 8.8 bolts, matching nuts, flat+spring washers, sleeves",,,No,,pre_tub_refit,buy_local_grade_spec_kit,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Spec qty baseline: M10x1.25 class 8.8 bolts x16, M10 nuts (nyloc + all-metal mix) x24, M10 flat washers x40, M10 spring washers x20, M10 sleeves/spacers x16, M12 class 8.8 bolts x4, M12 nuts x6, M12 flat washers x12, M12 spring washers x6. Buy +20% spares. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item. | Price basis 2026-04-15: Kit A detailed qty with +20% spares. | Age/condition rule: NEW_ONLY class-marked structural hardware.",,15000-35000,24000,High,Bilal Ganj + industrial fastener shops (M10/M12 class 8.8),Manual,,INV-0243,P2 - Buy before refit,2,P2-A immediate low-risk local procurement (2026-04-15),NEW_ONLY,medium,manual_specification_update_2026_04_15,high,low,local_pk_preferred
226,"Fastener Kit B: Body panel/bracket hardware - M6/M8 class 8.8 flange bolts, nyloc nuts, washers",,,No,,pre_tub_refit,buy_local_grade_spec_kit,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Spec qty baseline: M6x1.0 class 8.8 bolts (assorted lengths 12/16/20/25mm) x220, M6 nyloc nuts x160, M6 flange nuts x80, M6 flat washers x300, M6 spring washers x140, M8x1.25 class 8.8 bolts (16/20/25/30mm) x120, M8 nyloc nuts x90, M8 flange nuts x40, M8 flat washers x180, M8 spring washers x90. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item. | Price basis 2026-04-15: Kit B detailed qty with mixed lengths and washers. | Age/condition rule: NEW_ONLY class-marked structural hardware.",,18000-40000,28000,High,Bilal Ganj + industrial fastener shops (M6/M8 class 8.8),Manual,,INV-0244,P2 - Buy before refit,2,P2-A immediate low-risk local procurement (2026-04-15),NEW_ONLY,medium,manual_specification_update_2026_04_15,high,low,local_pk_preferred
227,Fastener Kit C: Captive nuts/clip nuts assortment - M6/M8 with anti-corrosion finish,,,No,,pre_tub_refit,buy_local_grade_spec_kit,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Spec qty baseline: M6 captive/clip nuts x120, M8 captive/clip nuts x60, weld nuts M6 x30, weld nuts M8 x20, rivnuts M6 steel x30, rivnuts M8 steel x20. Prefer yellow-zinc or equivalent corrosion-resistant finish. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item. | Price basis 2026-04-15: Kit C captive/clip/weld nut + rivnut assortment. | Age/condition rule: NEW_ONLY plated captive/clip/rivnut hardware.",,7000-18000,12000,Medium,Bilal Ganj clip/captive/rivnut suppliers,Manual,,INV-0245,P2 - Buy before refit,2,P2-A immediate low-risk local procurement (2026-04-15),NEW_ONLY,medium,manual_specification_update_2026_04_15,high,low,local_pk_preferred
228,Fastener Kit D: Grounding hardware - star/serrated washers M6/M8/M10 + cleaned contact points,,,No,,pre_tub_refit,buy_local_grade_spec_kit,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Spec qty baseline: M6 star washers x120, M8 star washers x80, M10 star washers x40, serrated flange nuts M6 x40 and M8 x20, conductive anti-corrosion paste 1 tube. Mandatory on chassis/body/electrical ground points after paint removal at contact pads. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item. | Price basis 2026-04-15: Kit D star/serrated grounding hardware + conductive paste. | Age/condition rule: NEW_ONLY grounding hardware.",,5000-12000,8000,Medium,Bilal Ganj electrical hardware + fastener lanes,Manual,,INV-0246,P2 - Buy before refit,2,P2-A immediate low-risk local procurement (2026-04-15),NEW_ONLY,medium,manual_specification_update_2026_04_15,high,low,local_pk_preferred
229,Fastener Kit E: Stainless interior/trim screw set (non-structural) + cup washers,,,No,,post_paint_fitup_inspection,buy_local_after_panel_fitup,replacement_part,replace_or_procure,deferred,planned_or_open,Non-structural finishing hardware; buy after final panel alignment.,,,,,,Manual,,INV-0247,P6 - Deferred / optional,6,manual_fastener_spec_2026_04_15,DEFER_DECISION,medium,manual_specification_update_2026_04_15,medium,low,local_pk_preferred
230,Interior conversion: Side bench seat frame set LH+RH (fold-up profile below window line),,,No,,pre_interior_refit_design,design_to_window_clearance_then_fabricate_local,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Design requirement: when folded up, top edge must remain below rear window lower line.",,,,,,Manual,,INV-0248,P5 - Later phase,5,manual_interior_side_bench_2026_04_15,BUY_NEW,medium,manual_specification_update_2026_04_15,high,low,local_pk_fabrication
231,Interior conversion: Side bench hinge+latch kit with positive lock (up and down positions),,,No,,pre_interior_refit_design,design_to_window_clearance_then_fabricate_local,replacement_part,replace_or_procure,planned_or_open,planned_or_open,No seat-back obstruction at window when stowed; include anti-rattle stops.,,,,,,Manual,,INV-0249,P5 - Later phase,5,manual_interior_side_bench_2026_04_15,BUY_NEW,medium,manual_specification_update_2026_04_15,high,low,local_pk_fabrication
232,Interior conversion: Bench mounting reinforcement plates + class 8.8 hardware,,,No,,pre_interior_refit_design,fabricate_local_with_weld_plan,replacement_part,replace_or_procure,planned_or_open,planned_or_open,Reinforcement to be welded/bolted before final paint closure where required.,,,,,,Manual,,INV-0250,P5 - Later phase,5,manual_interior_side_bench_2026_04_15,BUY_NEW,medium,manual_specification_update_2026_04_15,high,low,local_pk_fabrication
233,Interior conversion: Side bench cushion+upholstery set (slim folded thickness),,,No,,post_paint_fitup_inspection,upholstery_after_frame_mockup,replacement_part,replace_or_procure,deferred,planned_or_open,Finalize thickness only after confirming fold-up window clearance with metal frame mocked in place.,,,,,,Manual,,INV-0251,P6 - Deferred / optional,6,manual_interior_side_bench_2026_04_15,DEFER_DECISION,medium,manual_specification_update_2026_04_15,medium,low,local_pk_upholstery
234,Interior conversion: Side bench seatbelt anchors + belts (compliant hardware set),,,No,,pre_interior_refit_design,spec_safety_hardware_then_buy_local_or_import,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Safety-critical: if compliant local belts unavailable, order import early due lead time.",,,,,,Manual,,INV-0252,P5 - Later phase,5,manual_interior_side_bench_2026_04_15,BUY_NEW,medium,manual_specification_update_2026_04_15,high,medium,local_pk_or_import_if_needed
