entry_id,date,phase,workstream,bucket,category,item,status,amount,currency,amount_status,company,transaction_number,expected_delivery_date,source,evidence_ref,payment_status,delivery_status,procurement_stage,product_link,notes
part_fastener_kit_a_millat,2026-04-18,03_body_chassis,body_chassis,parts,body_mounts,"Fastener Kit A: Tub-to-chassis mounts (OEM positions) - M10/M12 class 8.8 bolts, matching nuts, flat+spring washers, sleeves",received,,PKR,missing,MTL Parts,38902|38903,,gmail|deliverables_fastener_cart|manual_reconciliation,gmail_msg_19d9d26f415b48fa|gmail_msg_19d9cd91c8d55038|gmail_msg_19d9ce99ff7c3bab|gmail_msg_19db2d73afb4876e|gmail_msg_19db2d7aa7027a2c|gmail_msg_19dbc4673054004c|gmail_msg_19dbc462741aef46|gmail_msg_19e0722af30bb1af|gmail_msg_19e63d37bef39526|gmail_order_38903_processing_20260526|user_update_2026-06-15_millat_items_received,paid,received,received,,"Registered under paid MTL/Millat orders 38902 and 38903 from 2026-04-18. Gmail evidence shows both MTL order-received emails plus user payment follow-ups on 2026-04-22 and 2026-04-24. Covers the Millat M10/M12 bolt, nut, flat-washer, and lock-washer stock; sleeve/spacer cutting still waits for body-mount dry-stack measurements before final installation. | Gmail recheck 2026-05-12 found user follow-up sent 2026-05-08 asking MTL to dispatch paid orders #38902 and #38903 because they were still marked on hold; no dispatch or delivery response was found, so keep pending delivery/on-hold follow-up. | Gmail recheck 2026-05-26 found a fresh MTL Parts order-received/processing email for order #38903: M12 flat washers x40, M8 flat washers x20, and plate-spacers x4, total PKR 1038. No dispatch, tracking, or delivery proof yet, so keep pending delivery; #38902 still needs delivery confirmation. | User update 2026-06-15: Millat/MTL fastener items from orders #38902/#38903 are now physically received. Close delivery tracking for the Millat M10/M12 bolt, nut, flat-washer, lock-washer, and body-mount stock; still count lengths/quantities and keep sleeve/spacer cutting gated to dry-stack measurements before final installation."
part_fastener_kit_b_millat,2026-04-18,03_body_chassis,body_chassis,parts,body_hardware,"Fastener Kit B: Body panel/bracket hardware - M6/M8 class 8.8 flange bolts, nyloc nuts, washers",received,,PKR,missing,MTL Parts,38902|38903,,gmail|deliverables_fastener_cart|manual_reconciliation,gmail_msg_19d9d26f415b48fa|gmail_msg_19d9cd91c8d55038|gmail_msg_19d9ce99ff7c3bab|gmail_msg_19db2d73afb4876e|gmail_msg_19db2d7aa7027a2c|gmail_msg_19dbc4673054004c|gmail_msg_19dbc462741aef46|gmail_msg_19e0722af30bb1af|gmail_msg_19e63d37bef39526|gmail_order_38903_processing_20260526|user_update_2026-06-15_millat_items_received,paid,received,received,,"Registered under paid MTL/Millat orders 38902 and 38903 from 2026-04-18. Covers the Millat M6/M8 bolt, nut, and washer portion of the body-panel/bracket hardware set. Receipt check still needs to verify exact lengths, quantities, and any local top-up for sizes that were not clean Millat matches. | Gmail recheck 2026-05-12 found user follow-up sent 2026-05-08 asking MTL to dispatch paid orders #38902 and #38903 because they were still marked on hold; no dispatch or delivery response was found, so keep pending delivery/on-hold follow-up. | Gmail recheck 2026-05-26 found a fresh MTL Parts order-received/processing email for order #38903: M12 flat washers x40, M8 flat washers x20, and plate-spacers x4, total PKR 1038. No dispatch, tracking, or delivery proof yet, so keep pending delivery; #38902 still needs delivery confirmation. | User update 2026-06-15: Millat/MTL fastener items from orders #38902/#38903 are now physically received. Close delivery tracking for the Millat M6/M8 bolt, nut, and washer body-panel/bracket hardware; still verify exact lengths, quantities, and any local top-up for sizes not covered by the Millat order."
part_fastener_kit_c_captive_clip_nuts,2026-05-03,03_body_chassis,body_chassis,parts,body_hardware,Fastener Kit C remaining: Captive/clip/speed nut and weld-nut assortment - M6/M8,planned,,PKR,missing,Bilal Ganj clip/captive/rivnut suppliers,,,photo_inventory|workbook_reconciliation|user_update|count_estimate,20260503_153832_gp_0FJJiLHg|workbook_parts#row_227|user_update_2026-05-03_screw_photo_review|data/manual/fastener_photo_count_estimates.csv|user_update_2026-05-08_rivets_received|user_update_2026-05-09_m6_m8_rivnut_confirmation|photos/20260508_rivnuts_received_user_photo.png|photos/20260508_m6_rivnut_box_labels_user_photo.png,not_paid,not_ordered,purchase_ready,,"User-selected loose fastener photo shows rusted captive/clip/speed nuts and old panel/body hardware that are not covered by Millat orders 38902/38903, which only cover loose metric screws, bolts, nuts, flat washers, lock washers, and plate spacers. Photo estimate: 22-40 visible captive/clip/speed nut and rivnut/weld-nut candidates, likely 30. User photos on 2026-05-08 confirm yellow-zinc knurled flat-head threaded rivet nuts/nutserts, with visible label text reading Product Name: Rivetnut and size M6. User clarified on 2026-05-09 that the two boxes are M6 and M8, so treat M6 and M8 rivnut/nutsert portions as received unless physical receipt check contradicts this. Remaining open scope is captive/clip/speed nuts and weld nuts: original workbook basis M6 captive/clip nuts x120, M8 captive/clip nuts x60, weld nuts M6 x30, weld nuts M8 x20. Use new yellow-zinc or equivalent plated hardware; do not reuse rusted spring clips or captive nuts. Confirm final split against old samples before purchase."
part_m6_m8_threaded_rivnut_nutsert_assortment_received,2026-05-08,03_body_chassis,body_chassis,parts,body_hardware,M6 and M8 threaded rivet nuts / rivnuts / nutserts - received,received,,PKR,missing,Temu / Shenzhen Shangsha Trading Co. Ltd.,,,user_update|photo_evidence,user_update_2026-05-08_rivets_received|user_update_2026-05-09_m6_m8_rivnut_confirmation|photos/20260508_rivnuts_received_user_photo.png|photos/20260508_m6_rivnut_box_labels_user_photo.png,unknown,received,received,,"User confirmed on 2026-05-08 that the rivets have arrived; follow-up photos show two boxes of yellow-zinc knurled flat-head internally threaded rivet nuts/nutserts. Visible box label text: Product Name Rivetnut, size M6, Made in China, manufacturer Shenzhen Shangsha Trading Co. Ltd. User clarified on 2026-05-09 that the two boxes are M6 and M8. These are not plain pop/blind rivets. Treat as the M6 and M8 rivnut/nutsert portion of Fastener Kit C now on hand; exact counts, grip ranges, and payment amount still need physical receipt check before installation."
part_fastener_kit_d_millat,2026-04-18,04_electrical_reset,electrical_reset,parts,electrical_grounding,Fastener Kit D: Grounding hardware - star/serrated washers M6/M8/M10 + cleaned contact points,received,,PKR,missing,MTL Parts,38902|38903,,gmail|deliverables_fastener_cart|manual_reconciliation,gmail_msg_19d9d26f415b48fa|gmail_msg_19d9cd91c8d55038|gmail_msg_19d9ce99ff7c3bab|gmail_msg_19db2d73afb4876e|gmail_msg_19db2d7aa7027a2c|gmail_msg_19dbc4673054004c|gmail_msg_19dbc462741aef46|gmail_msg_19e0722af30bb1af|gmail_msg_19e63d37bef39526|gmail_order_38903_processing_20260526|user_update_2026-06-15_millat_items_received,paid,received,received,,"Registered under paid MTL/Millat orders 38902 and 38903 from 2026-04-18. Covers the ordered Millat washer/lock-washer stock used for grounding and vibration-resistant joints. Conductive paste and any non-Millat grounding top-up remain separate until physically confirmed. | Gmail recheck 2026-05-12 found user follow-up sent 2026-05-08 asking MTL to dispatch paid orders #38902 and #38903 because they were still marked on hold; no dispatch or delivery response was found, so keep pending delivery/on-hold follow-up. | Gmail recheck 2026-05-26 found a fresh MTL Parts order-received/processing email for order #38903: M12 flat washers x40, M8 flat washers x20, and plate-spacers x4, total PKR 1038. No dispatch, tracking, or delivery proof yet, so keep pending delivery; #38902 still needs delivery confirmation. | User update 2026-06-15: Millat/MTL fastener items from orders #38902/#38903 are now physically received. Close delivery tracking for the Millat washer/lock-washer stock used for grounding and vibration-resistant joints; still reconcile physical counts against the separate Amir/local star-washer received-candidate row before grounding use."
part_fastener_kit_e_millat,2026-04-18,03_body_chassis,body_chassis,parts,body_hardware,"Millat order #38902 metric screw pack - M10x20 x20, M6x16 x60, M6x12 x120, M8x16 x60",received,1880,PKR,confirmed,MTL Parts,38902,,gmail|manual_reconciliation,gmail_msg_19d9d26f415b48fa|gmail_msg_19dbc4673054004c|gmail_order_38902|gmail_msg_19e0722af30bb1af|user_update_2026-06-15_millat_items_received,paid,received,received,,"Gmail MTL order #38902 confirms screw lines: SCREW M10 X20MM (163084 - 1163084) x20 PKR 320; SCREW M6X16 (133061 - 1133061) x60 PKR 300; SCREW M6 X 12MM (144035 - 1391074) x120 PKR 720, all 120 backordered; SCREW M8X16MM (163070 - 1163070) x60 PKR 540. Screw line subtotal PKR 1880; part of order #38902 total PKR 10291 including GST with other nuts, bolts, and washers. Payment follow-up sent 2026-04-24; delivery still pending. This MTL row does not cover stainless trim screws, self-tapping screws, countersunk screws, cup washers, or captive/clip nuts. | Gmail recheck 2026-05-12 found user follow-up sent 2026-05-08 asking MTL to dispatch paid orders #38902 and #38903 because they were still marked on hold; no dispatch or delivery response was found, so keep pending delivery/on-hold follow-up. | User update 2026-06-15: Millat/MTL order #38902 screw-pack items are now physically received. Close delivery tracking for the M10x20, M6x16, M6x12, and M8x16 screw lines; still count actual quantities and confirm any formerly backordered M6x12 quantity before relying on the stock."
part_fastener_kit_e_trim_screws_cup_washers,2026-05-03,07_interior_weatherproofing,interior_weatherproofing,parts,interior_trim_hardware,Fastener Kit E: Stainless/non-structural trim screws plus cup/finishing washers,planned,,PKR,missing,local fastener / trim hardware supplier,,,photo_inventory|workbook_reconciliation|user_update|count_estimate,20260503_153832_gp_0FJJiLHg|workbook_parts#row_229|user_update_2026-05-03_screw_photo_review|data/manual/fastener_photo_count_estimates.csv,not_paid,not_ordered,deferred_until_body_closed,,"User-selected loose fastener photo shows pointed sheet-metal/self-tapping screws, countersunk/slotted trim screws, and cup/finishing washer styles not covered by MTL order 38902. Photo estimate: 35-70 visible self-tapping/trim/countersunk screws and cup/finishing washers, likely 50. Buy only after panel/trim alignment and old-screw sorting confirm positions, head styles, lengths, and washer/cup needs. Non-structural only; use stainless or zinc-plated new hardware and do not reuse rusted old trim screws."
part_body_retaining_clips_cotter_pin_pack,2026-05-04,03_body_chassis,body_chassis,parts,body_hardware,Body retaining clip pack - R-clips hairpins split pins circlips and small cotters,planned,,PKR,missing,local fastener / body hardware supplier,,,photo_inventory|user_update|count_estimate,20260503_153832_gp_0FJJiLHg|user_update_2026-05-04_fastener_photo_gap_review|data/manual/fastener_photo_count_estimates.csv,not_paid,not_ordered,purchase_ready,,"User-selected loose hardware photo shows small wire retaining clips, cotter-style pins, and spring retaining clips mixed with the screws. These are not covered by Millat orders 38902/38903 or the ordered screw/bolt/nut/washer rows. Photo estimate: 6-15 visible retaining clips/cotters, likely 10. Buy new zinc-plated or stainless assorted R-clips, hairpins, split pins, circlips/E-clips, and small cotters after sorting the old samples by pin diameter and installed location; do not reuse rusty retaining clips."
part_body_rubber_plastic_bumpers_isolators,2026-05-04,03_body_chassis,body_chassis,parts,body_rubbers,Body rubber/plastic bumpers isolators knobs and small spacers,partial_bill_lines_recorded,,PKR,missing,Bilal Ganj rubber/body trim supplier,,,photo_inventory|user_update|count_estimate|user_receipt,20260503_153832_gp_0FJJiLHg|user_update_2026-05-04_fastener_photo_gap_review|data/manual/fastener_photo_count_estimates.csv|20260710_165119_gp_LStiDaCg|20260710_222718_gp_bIgLuHVw|20260710_223009_gp_v6AjWz1A|20260710_223401_gp_PoVmWQPw|20260710_223557_gp_RgUvwq5g|20260710_224045_gp_fSkEXeCg|photo_import_20260710T232017|20260710_bilal_ganj_urdu_receipt_user_photo|data/manual/bilal_ganj_bill_breakdown_20260710.csv,not_paid,not_ordered,partial_receipt_lines_recorded_remaining_sort_open,,"User-selected loose hardware photo shows black and white rubber/plastic knobs, bumpers, pads, isolators, and small spacers that are not part of the Millat screw/nut/washer orders and are not covered by the body-mount rubber kit unless a sample proves a body-mount location. Photo estimate: 8-18 visible rubber/plastic pieces, likely 12. Sort by location, diameter, height, thread/stud size, and material hardness; buy new sample-matched replacements only and keep originals as templates. | July 10 intake adds body/chassis rubber sample photos: square/round pads, metal-cup sample, rectangular bumpers/isolators, and bolt/spring/rubber stack pieces. Record dimensions/location before ordering; bill amount pending. | Bilal Ganj Urdu receipt 2026-07-10 now records two itemized body/chassis rubber lines separately: part_bilal_ganj_cover_foam_rubber_20260710 PKR 10000 and part_bilal_ganj_body_packing_20260710 PKR 3000. Do not add these amounts again to this parent row."
part_body_shoulder_pins_sleeves_spacers,2026-05-04,03_body_chassis,body_chassis,parts,body_hardware,Body shoulder bolts pivot pins sleeves and stand-off spacers - sample matched,planned,,PKR,missing,local fastener / machine shop supplier,,,photo_inventory|user_update|count_estimate,20260503_153832_gp_0FJJiLHg|user_update_2026-05-04_fastener_photo_gap_review|data/manual/fastener_photo_count_estimates.csv,not_paid,not_ordered,spec_needed_before_order,,"User-selected loose hardware photo shows long shoulder/pivot-style bolts, cylindrical sleeves, stand-off spacers, and stepped pins that are not covered by Millat orders 38902/38903, which are loose metric screws, bolts, nuts, and washers only. Photo estimate: 10-24 visible shoulder/pivot bolts, sleeves, stand-offs, and stepped pins, likely 16. Measure shoulder diameter, threaded section, grip length, total length, head style, and installed location before purchase or machine-shop fabrication; do not substitute ordinary fully threaded bolts where a shoulder or sleeve controls alignment."
part_body_specialty_brackets_retainer_plates,2026-05-04,03_body_chassis,body_chassis,parts,body_hardware,Body specialty bracket and retainer plate repair/replacement pack,planned,,PKR,missing,local body hardware fabricator / Bilal Ganj,,,photo_inventory|user_update|count_estimate,20260503_153832_gp_0FJJiLHg|user_update_2026-05-04_fastener_photo_gap_review|data/manual/fastener_photo_count_estimates.csv,not_paid,not_ordered,spec_needed_before_order,,"User-selected loose hardware photo shows rusted rectangular bracket plates, slotted retainers, captive-nut plates, and bent link/strap brackets mixed with the fasteners. These are not supplied by the Millat screw/nut/washer orders. Photo estimate: 8-18 visible specialty bracket/retainer plates, likely 12. Sort by installed location and function, then refurbish only sound originals; buy or fabricate replacements for bent, thin, cracked, or captive-thread-damaged brackets using the old samples as templates."
quote_rubber_grommet_set_chat,2026-03-18,04_electrical_reset,electrical_reset,parts,electrical,Electrical wire grommet set (200pcs),not_required,7860,PKR,confirmed,starshop.pk,,,whatsapp_fj40,fj40-00276,not_applicable,not_required,not_required_duplicate_received_grommet_mix,,User cleanup 2026-05-29: do not buy this 200pc electrical wire grommet set. It duplicates the received mixed grommet stock and rubber fabrication coverage; reopen only for a measured missing size.
